UTS,YS,EL,EL_Si,EL_Mg,EL_Sc,EL_Al
235.34976,125.18422,6.098397,12.49,0.2,1.1397619,86.1702381
235.44531,125.2289,6.0983577,12.5,0.2,1.1407593,86.1592407
235.54095,125.27362,6.0983186,12.51,0.2,1.1417568,86.1482432
235.63647,125.31827,6.0982723,12.52,0.2,1.1427541,86.1372459
235.73212,125.36303,6.0982356,12.53,0.2,1.1437514,86.1262486
235.82764,125.40767,6.0981975,12.54,0.2,1.1447487,86.1152513
235.92325,125.45238,6.098154,12.55,0.2,1.1457461,86.1042539
236.01872,125.49693,6.0981193,12.56,0.2,1.1467435,86.0932565
236.11432,125.54166,6.098077,12.57,0.2,1.1477406,86.0822594
236.2099,125.58632,6.0980334,12.58,0.2,1.148738,86.071262
236.30544,125.63095,6.097997,12.59,0.2,1.1497356,86.0602644
236.40106,125.67569,6.097953,12.6,0.2,1.1507329,86.0492671
236.49658,125.72034,6.0979123,12.61,0.2,1.15173,86.03827
236.59216,125.76499,6.0978737,12.62,0.2,1.1527275,86.0272725
236.68776,125.80974,6.097826,12.63,0.2,1.1537248,86.0162752
236.78331,125.85435,6.0977902,12.64,0.2,1.1547222,86.0052778
236.8789,125.89909,6.097747,12.65,0.2,1.1557194,85.9942806
236.97458,125.94386,6.0977106,12.66,0.2,1.1567168,85.9832832
237.07004,125.98845,6.0976663,12.67,0.2,1.1577142,85.9722858
237.16574,126.03332,6.0976224,12.68,0.2,1.1587116,85.9612884
237.26122,126.077835,6.097582,12.69,0.2,1.1597087,85.9502913
237.35678,126.1225,6.097545,12.7,0.2,1.1607062,85.9392938
237.45236,126.16716,6.0975065,12.71,0.2,1.1617036,85.9282964
237.548,126.21196,6.0974646,12.72,0.2,1.162701,85.917299
237.64355,126.25663,6.0974164,12.73,0.2,1.1636982,85.9063018
237.73904,126.30115,6.0973864,12.74,0.2,1.1646955,85.8953045
237.83469,126.34592,6.0973406,12.75,0.2,1.165693,85.884307
237.93018,126.39052,6.097299,12.76,0.2,1.1666901,85.8733099
238.02568,126.435135,6.097266,12.77,0.2,1.1676874,85.8623126
238.12135,126.47993,6.097217,12.78,0.2,1.1686848,85.8513152
238.21695,126.52465,6.0971766,12.79,0.2,1.1696823,85.8403177
238.31238,126.56914,6.0971413,12.8,0.2,1.1706793,85.8293207
238.40802,126.61388,6.097097,12.81,0.2,1.1716769,85.8183231
238.50368,126.65869,6.0970554,12.82,0.2,1.1726742,85.8073258
238.5992,126.70331,6.0970125,12.83,0.2,1.1736716,85.7963284
238.69476,126.747986,6.0969734,12.84,0.2,1.1746688,85.7853312
238.79037,126.792694,6.0969343,12.85,0.2,1.1756662,85.7743338
238.88593,126.83739,6.0968966,12.86,0.2,1.1766636,85.7633364
238.98154,126.882095,6.096853,12.87,0.2,1.177661,85.752339
239.07701,126.926636,6.0968127,12.88,0.2,1.1786581,85.7413419
239.17268,126.97142,6.0967693,12.89,0.2,1.1796556,85.7303444
239.26822,127.01607,6.0967298,12.9,0.2,1.1806529,85.7193471
239.36377,127.060684,6.096698,12.91,0.2,1.1816504,85.7083496
239.45926,127.105316,6.096649,12.92,0.2,1.1826475,85.6973525
239.55484,127.149994,6.096611,12.93,0.2,1.1836449,85.6863551
239.65048,127.19475,6.0965686,12.94,0.2,1.1846423,85.6753577
239.74597,127.23935,6.0965304,12.95,0.2,1.1856394,85.6643606
239.84158,127.28406,6.0964847,12.96,0.2,1.1866368,85.6533632
239.93726,127.32884,6.0964475,12.97,0.2,1.1876343,85.6423657
240.0328,127.37355,6.0964007,12.98,0.2,1.1886315,85.6313685
240.12825,127.418015,6.096365,12.99,0.2,1.1896288,85.6203712
240.22397,127.462906,6.096324,13,0.2,1.1906264,85.6093736
240.05487,154.20483,8.100793,4,0.21,0.2913395,95.4986605
239.87775,154.059,8.095157,4.01,0.21,0.2923369,95.4876631
239.7006,153.91321,8.089533,4.02,0.21,0.29333428,95.47666572
239.5235,153.76741,8.083899,4.03,0.21,0.29433164,95.46566836
239.34668,153.62167,8.078247,4.04,0.21,0.2953289,95.4546711
239.16942,153.47583,8.07263,4.05,0.21,0.29632625,95.44367375
238.99274,153.33012,8.066968,4.06,0.21,0.29732355,95.43267645
238.81561,153.18433,8.061336,4.07,0.21,0.29832092,95.42167908
238.63846,153.03851,8.055711,4.08,0.21,0.29931822,95.41068178
238.46149,152.89275,8.050073,4.09,0.21,0.30031562,95.39968438
238.28424,152.7469,8.044452,4.1,0.21,0.30131295,95.38868705
238.10721,152.60109,8.038816,4.11,0.21,0.30231026,95.37768974
237.9302,152.45534,8.033181,4.12,0.21,0.30330765,95.36669235
237.75316,152.30954,8.027543,4.13,0.21,0.30430502,95.35569498
237.57632,152.16382,8.021896,4.14,0.21,0.30530226,95.34469774
237.39938,152.01805,8.016253,4.15,0.21,0.30629966,95.33370034
237.2219,151.87216,8.010652,4.16,0.21,0.30729708,95.32270292
237.04507,151.72641,8.004996,4.17,0.21,0.30829427,95.31170573
236.86807,151.58064,7.999364,4.18,0.21,0.30929163,95.30070837
236.69113,151.43488,7.993718,4.19,0.21,0.31028897,95.28971103
236.5138,151.28902,7.9881105,4.2,0.21,0.31128633,95.27871367
236.33691,151.14326,7.982459,4.21,0.21,0.3122836,95.2677164
236.15984,150.99748,7.976823,4.22,0.21,0.313281,95.256719
235.98297,150.85173,7.9711866,4.23,0.21,0.31427836,95.24572164
235.80582,150.70593,7.965559,4.24,0.21,0.3152757,95.2347243
235.62883,150.56013,7.9599104,4.25,0.21,0.31627303,95.22372697
235.45174,150.41434,7.9542856,4.26,0.21,0.31727043,95.21272957
235.27463,150.26854,7.9486523,4.27,0.21,0.31826773,95.20173227
235.09747,150.12273,7.9430275,4.28,0.21,0.31926507,95.19073493
234.92084,149.97705,7.9373636,4.29,0.21,0.3202624,95.1797376
234.74365,149.8312,7.93174,4.3,0.21,0.32125974,95.16874026
234.56656,149.68542,7.9261045,4.31,0.21,0.32225713,95.15774287
234.38953,149.53966,7.920473,4.32,0.21,0.3232545,95.1467455
234.21268,149.3939,7.9148226,4.33,0.21,0.32425174,95.13574826
234.03542,149.24806,7.9092016,4.34,0.21,0.32524914,95.12475086
233.85855,149.10231,7.903557,4.35,0.21,0.32624647,95.11375353
233.68137,148.9565,7.897936,4.36,0.21,0.32724383,95.10275617
233.50433,148.81071,7.892295,4.37,0.21,0.32824114,95.09175886
233.3274,148.66493,7.88665,4.38,0.21,0.32923847,95.08076153
233.15039,148.51918,7.8810177,4.39,0.21,0.3302358,95.0697642
232.97327,148.37335,7.8753853,4.4,0.21,0.33123308,95.05876692
232.79636,148.22762,7.8697443,4.41,0.21,0.3322305,95.0477695
232.61917,148.08177,7.8641205,4.42,0.21,0.33322784,95.03677216
232.44205,147.93597,7.858488,4.43,0.21,0.33422515,95.02577485
232.2651,147.7902,7.85285,4.44,0.21,0.33522254,95.01477746
232.08795,147.64441,7.847224,4.45,0.21,0.33621985,95.00378015
231.91106,147.49864,7.8415766,4.46,0.21,0.3372172,94.9927828
231.73364,147.35278,7.835969,4.47,0.21,0.33821455,94.98178545
231.55676,147.20702,7.8303137,4.48,0.21,0.33921188,94.97078812
231.37985,147.06126,7.8246746,4.49,0.21,0.34020922,94.95979078
231.20297,146.91551,7.819027,4.5,0.21,0.34120652,94.94879348
231.02579,146.76968,7.813405,4.51,0.21,0.34220394,94.93779606
230.84879,146.62393,7.807766,4.52,0.21,0.34320122,94.92679878
230.67177,146.47813,7.802128,4.53,0.21,0.3441986,94.9158014
230.49483,146.33238,7.7964916,4.54,0.21,0.34519592,94.90480408
230.31763,146.18655,7.790864,4.55,0.21,0.34619328,94.89380672
230.14066,146.04076,7.785223,4.56,0.21,0.34719056,94.88280944
229.96352,145.89497,7.7795963,4.57,0.21,0.34818798,94.87181202
229.78656,145.74919,7.7739553,4.58,0.21,0.34918532,94.86081468
229.60971,145.60347,7.7683096,4.59,0.21,0.35018262,94.84981738
229.43243,145.45763,7.7626867,4.6,0.21,0.35117996,94.83882004
229.25519,145.31178,7.7570686,4.61,0.21,0.35217738,94.82782262
229.07858,145.1661,7.7514057,4.62,0.21,0.35317463,94.81682537
228.90137,145.02028,7.745778,4.63,0.21,0.35417196,94.80582804
228.72421,144.87447,7.7401524,4.64,0.21,0.35516936,94.79483064
228.54697,144.72862,7.734539,4.65,0.21,0.35616672,94.78383328
228.3704,144.58296,7.7288666,4.66,0.21,0.357164,94.772836
228.19315,144.43712,7.7232447,4.67,0.21,0.35816133,94.76183867
228.01651,144.29143,7.717577,4.68,0.21,0.35915866,94.75084134
227.83932,144.14561,7.711959,4.69,0.21,0.36015597,94.73984403
227.66205,143.99974,7.706338,4.7,0.21,0.3611534,94.7288466
227.48505,143.85397,7.700698,4.71,0.21,0.3621507,94.7178493
227.30826,143.70825,7.6950493,4.72,0.21,0.36314803,94.70685197
227.13126,143.56248,7.68941,4.73,0.21,0.36414537,94.69585463
226.9539,143.41663,7.683796,4.74,0.21,0.3651427,94.6848573
226.77678,143.2708,7.6781654,4.75,0.21,0.36614007,94.67385993
226.59985,143.12506,7.6725216,4.76,0.21,0.36713746,94.66286254
226.423,142.97932,7.666871,4.77,0.21,0.36813474,94.65186526
226.24597,142.83351,7.6612425,4.78,0.21,0.3691321,94.6408679
226.06863,142.68767,7.6556253,4.79,0.21,0.37012944,94.62987056
225.89154,142.54189,7.649993,4.8,0.21,0.3711268,94.6188732
225.71469,142.39613,7.644346,4.81,0.21,0.3721241,94.6078759
225.5375,142.2503,7.6387224,4.82,0.21,0.37312144,94.59687856
225.36089,142.10463,7.6330614,4.83,0.21,0.37411878,94.58588122
225.18369,141.9588,7.6274347,4.84,0.21,0.37511614,94.57488386
225.0065,141.81297,7.621809,4.85,0.21,0.37611347,94.56388653
224.83563,141.66753,7.61584,4.86,0.21,0.37711084,94.55288916
224.74173,141.5261,7.6057615,4.87,0.21,0.3781081,94.5418919
224.64777,141.38463,7.5956964,4.88,0.21,0.37910554,94.53089446
224.55382,141.2432,7.585614,4.89,0.21,0.38010278,94.51989722
224.45981,141.1017,7.5755444,4.9,0.21,0.3811002,94.5088998
224.3659,140.96028,7.565465,4.91,0.21,0.38209748,94.49790252
224.27194,140.81882,7.5553904,4.92,0.21,0.38309482,94.48690518
224.17801,140.67738,7.5453157,4.93,0.21,0.3840922,94.4759078
224.08403,140.5359,7.535246,4.94,0.21,0.3850896,94.4649104
223.9902,140.39453,7.525156,4.95,0.21,0.3860868,94.4539132
223.89618,140.25304,7.5150967,4.96,0.21,0.38708422,94.44291578
223.8022,140.11156,7.505021,4.97,0.21,0.38808155,94.43191845
223.70816,139.97008,7.4949512,4.98,0.21,0.38907894,94.42092106
223.61441,139.82872,7.4848633,4.99,0.21,0.39007625,94.40992375
223.52046,139.68727,7.474782,5,0.21,0.39107358,94.39892642
223.4265,139.54579,7.4647093,5.01,0.21,0.39207095,94.38792905
223.33255,139.40434,7.4546385,5.02,0.21,0.39306822,94.37693178
223.23859,139.2629,7.444565,5.03,0.21,0.39406565,94.36593435
223.14459,139.12141,7.434492,5.04,0.21,0.39506292,94.35493708
223.05069,138.98,7.424407,5.05,0.21,0.39606035,94.34393965
222.95676,138.83855,7.4143305,5.06,0.21,0.39705762,94.33294238
222.8629,138.69714,7.404252,5.07,0.21,0.398055,94.321945
222.76883,138.55563,7.394189,5.08,0.21,0.3990523,94.3109477
222.67496,138.41423,7.3841124,5.09,0.21,0.40004963,94.29995037
222.581,138.27277,7.374033,5.1,0.21,0.40104693,94.28895307
222.4871,138.13135,7.3639565,5.11,0.21,0.40204436,94.27795564
222.39307,137.98985,7.3538914,5.12,0.21,0.4030417,94.2669583
222.29913,137.8484,7.34381,5.13,0.21,0.40403903,94.25596097
222.20523,137.70697,7.3337297,5.14,0.21,0.40503633,94.24496367
222.11124,137.56549,7.3236656,5.15,0.21,0.40603366,94.23396634
222.01743,137.42412,7.313569,5.16,0.21,0.40703094,94.22296906
221.96014,137.31996,7.3011904,5.17,0.21,0.40802833,94.21197167
222.0032,137.31772,7.282505,5.18,0.21,0.40902564,94.20097436
222.04626,137.31548,7.263812,5.19,0.21,0.4100231,94.1899769
222.08992,137.31378,7.2450743,5.2,0.21,0.41102034,94.17897966
222.13309,137.31165,7.2263737,5.21,0.21,0.41201773,94.16798227
222.17633,137.30956,7.2076664,5.22,0.21,0.4130151,94.1569849
222.21933,137.30728,7.1889715,5.23,0.21,0.4140125,94.1459875
222.26282,137.30545,7.170249,5.24,0.21,0.41500968,94.13499032
222.30576,137.3031,7.1515684,5.25,0.21,0.4160071,94.1239929
222.34917,137.30115,7.1328526,5.26,0.21,0.4170045,94.1129955
222.39221,137.29893,7.1141615,5.27,0.21,0.41800183,94.10199817
222.43552,137.2969,7.0954504,5.28,0.21,0.41899914,94.09100086
222.47879,137.29488,7.076741,5.29,0.21,0.41999653,94.08000347
222.52228,137.293,7.0580177,5.3,0.21,0.42099378,94.06900622
222.5653,137.29077,7.039321,5.31,0.21,0.42199108,94.05800892
222.60889,137.28897,7.0205984,5.32,0.21,0.42298847,94.04701153
222.65189,137.28671,7.0019054,5.33,0.21,0.42398578,94.03601422
222.69513,137.28464,6.9831944,5.34,0.21,0.42498314,94.02501686
222.73843,137.28261,6.964488,5.35,0.21,0.42598045,94.01401955
222.78162,137.28047,6.9457874,5.36,0.21,0.42697787,94.00302213
222.82462,137.27821,6.9270916,5.37,0.21,0.42797518,93.99202482
222.86798,137.27626,6.9083824,5.38,0.21,0.42897248,93.98102752
222.91135,137.27428,6.8896666,5.39,0.21,0.4299698,93.9700302
222.95467,137.27228,6.8709497,5.4,0.21,0.43096718,93.95903282
222.99756,137.26988,6.852278,5.41,0.21,0.43196455,93.94803545
223.0408,137.26782,6.833569,5.42,0.21,0.43296194,93.93703806
223.08438,137.26605,6.814841,5.43,0.21,0.43395916,93.92604084
223.12752,137.26389,6.796136,5.44,0.21,0.43495658,93.91504342
223.17023,137.26135,6.7774715,5.45,0.21,0.43595394,93.90404606
223.21362,137.2594,6.7587547,5.46,0.21,0.4369513,93.8930487
223.25705,137.2575,6.7400317,5.47,0.21,0.43794852,93.88205148
223.3004,137.25554,6.721318,5.48,0.21,0.43894595,93.87105405
223.34369,137.2535,6.7026114,5.49,0.21,0.43994325,93.86005675
223.38672,137.25127,6.683916,5.5,0.21,0.44094065,93.84905935
223.4303,137.24947,6.665191,5.51,0.21,0.44193786,93.83806214
223.4729,137.24683,6.6465287,5.52,0.21,0.4429353,93.8270647
223.51637,137.24495,6.6278057,5.53,0.21,0.44393262,93.81606738
223.55975,137.24301,6.6090927,5.54,0.21,0.44492993,93.80507007
223.60306,137.24101,6.590378,5.55,0.21,0.4459273,93.7940727
223.64604,137.2387,6.5716963,5.56,0.21,0.4469247,93.7830753
223.68942,137.23676,6.552979,5.57,0.21,0.447922,93.772078
223.73245,137.2345,6.534287,5.58,0.21,0.44891936,93.76108064
223.77591,137.2326,6.515568,5.59,0.21,0.44991672,93.75008328
223.81883,137.23026,6.4968786,5.6,0.21,0.45091403,93.73908597
223.86232,137.22841,6.4781575,5.61,0.21,0.45191133,93.72808867
223.90536,137.22618,6.4594655,5.62,0.21,0.45290875,93.71709125
223.94873,137.22421,6.4407434,5.63,0.21,0.45390603,93.70609397
223.99226,137.2224,6.4220223,5.64,0.21,0.45490336,93.69509664
224.03543,137.22026,6.4033184,5.65,0.21,0.4559007,93.6840993
224.07837,137.21791,6.384633,5.66,0.21,0.456898,93.673102
224.12175,137.21596,6.36592,5.67,0.21,0.45789543,93.66210457
224.16507,137.21396,6.347204,5.68,0.21,0.45889267,93.65110733
224.20847,137.21202,6.328485,5.69,0.21,0.45989007,93.64010993
224.25137,137.20969,6.309806,5.7,0.21,0.4608874,93.6291126
224.29453,137.2075,6.2911053,5.71,0.21,0.46188483,93.61811517
224.33792,137.20555,6.2723923,5.72,0.21,0.46288207,93.60711793
224.38126,137.20357,6.253683,5.73,0.21,0.46387938,93.59612062
224.42422,137.20128,6.234994,5.74,0.21,0.46487683,93.58512317
224.46756,137.19928,6.216281,5.75,0.21,0.46587417,93.57412583
224.51077,137.19716,6.1975775,5.76,0.21,0.46687147,93.56312853
224.55428,137.19534,6.1788487,5.77,0.21,0.46786875,93.55213125
224.59744,137.1932,6.1601477,5.78,0.21,0.46886617,93.54113383
224.6402,137.1907,6.1414833,5.79,0.21,0.46986353,93.53013647
224.68353,137.18872,6.122768,5.8,0.21,0.4708609,93.5191391
224.7271,137.18694,6.1040373,5.81,0.21,0.47185817,93.50814183
224.77005,137.18462,6.085353,5.82,0.21,0.4728556,93.4971444
224.8136,137.1828,6.0666246,5.83,0.21,0.47385284,93.48614716
224.8568,137.18068,6.0479226,5.84,0.21,0.4748502,93.4751498
224.8997,137.17834,6.0292363,5.85,0.21,0.4758476,93.4641524
224.94284,137.17618,6.010542,5.86,0.21,0.47684497,93.45315503
224.98642,137.1744,5.991815,5.87,0.21,0.47784215,93.44215785
225.02985,137.17247,5.973091,5.88,0.21,0.4788396,93.4311604
225.07251,137.1699,5.9544296,5.89,0.21,0.47983694,93.42016306
225.11588,137.16794,5.935708,5.9,0.21,0.4808343,93.4091657
225.15926,137.166,5.9169955,5.91,0.21,0.48183158,93.39816842
225.2024,137.16383,5.8982954,5.92,0.21,0.48282897,93.38717103
225.24553,137.16167,5.8795943,5.93,0.21,0.4838263,93.3761737
225.28867,137.15952,5.8608932,5.94,0.21,0.48482367,93.36517633
225.33203,137.15753,5.842186,5.95,0.21,0.48582095,93.35417905
225.37564,137.15579,5.82345,5.96,0.21,0.4868183,93.3431817
225.4188,137.15364,5.804752,5.97,0.21,0.4878156,93.3321844
225.42018,137.11887,5.794302,5.98,0.21,0.48881298,93.32118702
225.35089,137.02896,5.797776,5.99,0.21,0.48981026,93.31018974
225.28192,136.93925,5.8012366,6,0.21,0.49080765,93.29919235
225.21246,136.84917,5.804737,6.01,0.21,0.49180508,93.28819492
225.14374,136.75969,5.8081737,6.02,0.21,0.49280232,93.27719768
225.0745,136.66978,5.811652,6.03,0.21,0.49379972,93.26620028
225.00525,136.57988,5.8151255,6.04,0.21,0.4947971,93.2552029
224.93576,136.48976,5.81863,6.05,0.21,0.49579448,93.24420552
224.86707,136.40031,5.8220625,6.06,0.21,0.49679172,93.23320828
224.79803,136.3106,5.8255153,6.07,0.21,0.49778908,93.22221092
224.72858,136.22049,5.829019,6.08,0.21,0.49878645,93.21121355
224.65958,136.13078,5.832473,6.09,0.21,0.49978375,93.20021625
224.5906,136.0411,5.835929,6.1,0.21,0.50078106,93.18921894
224.5214,135.95122,5.839411,6.11,0.21,0.50177836,93.17822164
224.45264,135.86174,5.8428454,6.12,0.21,0.5027758,93.1672242
224.38342,135.77184,5.846323,6.13,0.21,0.5037731,93.1562269
224.31369,135.68153,5.8498454,6.14,0.21,0.5047705,93.1452295
224.24496,135.59204,5.853281,6.15,0.21,0.5057678,93.1342322
224.176,135.50237,5.856736,6.16,0.21,0.5067651,93.1232349
224.107,135.41267,5.8601956,6.17,0.21,0.5077624,93.1122376
224.03708,135.32217,5.86374,6.18,0.21,0.5087598,93.1012402
223.96826,135.23265,5.8671746,6.19,0.21,0.50975704,93.09024296
223.8991,135.14278,5.870651,6.2,0.21,0.5107544,93.0792456
223.83057,135.05351,5.8740616,6.21,0.21,0.5117518,93.0682482
223.76064,134.96298,5.8776073,6.22,0.21,0.5127492,93.0572508
223.69165,134.8733,5.881068,6.23,0.21,0.5137465,93.0462535
223.6224,134.7834,5.8845453,6.24,0.21,0.5147439,93.0352561
223.55392,134.69414,5.887955,6.25,0.21,0.5157411,93.0242589
223.48444,134.60403,5.891458,6.26,0.21,0.51673853,93.01326147
223.415,134.51393,5.894957,6.27,0.21,0.5177359,93.0022641
223.34598,134.42421,5.8984165,6.28,0.21,0.51873326,92.99126674
223.27724,134.33475,5.9018464,6.29,0.21,0.51973045,92.98026955
223.20778,134.24464,5.905349,6.3,0.21,0.52072793,92.96927207
223.13925,134.15535,5.908764,6.31,0.21,0.5217252,92.9582748
223.07005,134.06549,5.912241,6.32,0.21,0.5227226,92.9472774
223.0006,133.97539,5.915739,6.33,0.21,0.5237199,92.9362801
222.93138,133.88548,5.919222,6.34,0.21,0.52471733,92.92528267
222.86263,133.796,5.9226527,6.35,0.21,0.5257146,92.9142854
222.79317,133.7059,5.9261546,6.36,0.21,0.52671194,92.90328806
222.72415,133.6162,5.9296155,6.37,0.21,0.52770925,92.89229075
222.65492,133.52629,5.933091,6.38,0.21,0.5287066,92.8812934
222.58597,133.43663,5.936548,6.39,0.21,0.52970386,92.87029614
222.51648,133.34651,5.9400463,6.4,0.21,0.5307013,92.8592987
222.44751,133.25682,5.943507,6.41,0.21,0.5316986,92.8483014
222.37802,133.1667,5.9470034,6.42,0.21,0.53269595,92.83730405
222.30951,133.07742,5.9504147,6.43,0.21,0.5336933,92.8263067
222.24008,132.98735,5.953915,6.44,0.21,0.5346906,92.8153094
222.17133,132.89786,5.957346,6.45,0.21,0.5356879,92.8043121
222.10187,132.80777,5.9608507,6.46,0.21,0.5366853,92.7933147
222.03285,132.71806,5.964311,6.47,0.21,0.53768265,92.78231735
221.96365,132.62817,5.9677835,6.48,0.21,0.53868,92.77132
221.89465,132.53848,5.9712453,6.49,0.21,0.5396773,92.7603227
221.82544,132.4486,5.97472,6.5,0.21,0.5406747,92.7493253
221.75648,132.35893,5.9781733,6.51,0.21,0.5416721,92.7383279
221.68695,132.26878,5.981681,6.52,0.21,0.5426694,92.7273306
221.61752,132.1787,5.9851837,6.53,0.21,0.54366684,92.71633316
221.54878,132.08922,5.9886146,6.54,0.21,0.54466414,92.70533586
221.47955,131.99933,5.9920964,6.55,0.21,0.54566145,92.69433855
221.41034,131.90942,5.9955716,6.56,0.21,0.5466589,92.6833411
221.3411,131.81953,5.9990497,6.57,0.21,0.5476562,92.6723438
221.27211,131.72983,6.0025053,6.58,0.21,0.5486535,92.6613465
221.20311,131.64015,6.0059633,6.59,0.21,0.54965067,92.65034933
221.13388,131.55025,6.009442,6.6,0.21,0.5506481,92.6393519
221.06442,131.46013,6.0129504,6.61,0.21,0.5516454,92.6283546
220.99594,131.37088,6.016357,6.62,0.21,0.5526427,92.6173573
220.92624,131.28058,6.0198774,6.63,0.21,0.55364025,92.60635975
220.85768,131.19127,6.0232887,6.64,0.21,0.55463743,92.59536257
220.7885,131.10141,6.0267687,6.65,0.21,0.55563474,92.58436526
220.71928,131.0115,6.0302505,6.66,0.21,0.55663216,92.57336784
220.64981,130.9214,6.033751,6.67,0.21,0.55762947,92.56237053
220.58176,130.8325,6.037115,6.68,0.21,0.55862665,92.55137335
220.5123,130.74243,6.040614,6.69,0.21,0.5596241,92.5403759
220.44287,130.65236,6.0441165,6.7,0.21,0.5606214,92.5293786
220.37335,130.56221,6.04762,6.71,0.21,0.5616188,92.5183812
220.3049,130.47296,6.0510273,6.72,0.21,0.5626161,92.5073839
220.23566,130.38304,6.0545077,6.73,0.21,0.56361353,92.49638647
220.16614,130.29292,6.0580044,6.74,0.21,0.5646107,92.4853893
220.09695,130.20306,6.0614877,6.75,0.21,0.56560814,92.47439186
220.02795,130.11334,6.064944,6.76,0.21,0.56660557,92.46339443
219.95901,130.0237,6.068404,6.77,0.21,0.5676029,92.4523971
219.88974,129.93376,6.0718803,6.78,0.21,0.5686002,92.4413998
219.82098,129.84427,6.0753093,6.79,0.21,0.5695976,92.4304024
219.75183,129.75444,6.0787935,6.8,0.21,0.5705949,92.4194051
219.68231,129.66429,6.082292,6.81,0.21,0.5715922,92.4084078
219.61356,129.57481,6.085726,6.82,0.21,0.5725895,92.3974105
219.54436,129.48494,6.0892024,6.83,0.21,0.5735868,92.3864132
219.47537,129.39525,6.0926566,6.84,0.21,0.5745841,92.3754159
219.40591,129.30516,6.0961623,6.85,0.21,0.57558155,92.36441845
219.33667,129.21524,6.0996404,6.86,0.21,0.576579,92.353421
219.2677,129.12555,6.1030974,6.87,0.21,0.57757616,92.34242384
219.1987,129.03586,6.1065555,6.88,0.21,0.5785736,92.3314264
219.12921,128.94574,6.110054,6.89,0.21,0.5795709,92.3204291
219.06003,128.85587,6.1135345,6.9,0.21,0.5805683,92.3094317
218.99103,128.76619,6.1169868,6.91,0.21,0.5815656,92.2984344
218.92181,128.67628,6.120471,6.92,0.21,0.58256304,92.28743696
218.85255,128.58635,6.123949,6.93,0.21,0.5835602,92.2764398
218.78308,128.49626,6.127446,6.94,0.21,0.58455765,92.26544235
218.71483,128.40721,6.130837,6.95,0.21,0.58555496,92.25444504
218.64539,128.31711,6.134339,6.96,0.21,0.5865524,92.2434476
218.57663,128.22763,6.1377726,6.97,0.21,0.58754957,92.23245043
218.50717,128.13753,6.1412787,6.98,0.21,0.588547,92.221453
218.43793,128.0476,6.144755,6.99,0.21,0.5895443,92.2104557
218.36871,127.95772,6.1482325,7,0.21,0.5905417,92.1994583
218.29947,127.86783,6.1517105,7.01,0.21,0.59153914,92.18846086
218.23051,127.77815,6.1551642,7.02,0.21,0.59253645,92.17746355
218.16177,127.688675,6.158603,7.03,0.21,0.59353375,92.16646625
218.09207,127.59836,6.1621284,7.04,0.21,0.59453106,92.15546894
218.02306,127.50865,6.1655846,7.05,0.21,0.59552836,92.14447164
217.9541,127.418976,6.169036,7.06,0.21,0.59652567,92.13347433
217.88553,127.329666,6.1724443,7.07,0.21,0.597523,92.122477
217.81564,127.2392,6.175994,7.08,0.21,0.5985204,92.1114796
217.74664,127.14949,6.1794486,7.09,0.21,0.5995177,92.1004823
217.67743,127.0596,6.182931,7.1,0.21,0.6005151,92.0894849
217.6089,126.97029,6.1863394,7.11,0.21,0.60151243,92.07848757
217.53946,126.88022,6.189839,7.12,0.21,0.60250974,92.06749026
217.47095,126.79094,6.193253,7.13,0.21,0.60350704,92.05649296
217.40102,126.70044,6.1967983,7.14,0.21,0.60450447,92.04549553
217.33203,126.61075,6.200255,7.15,0.21,0.6055018,92.0344982
217.26306,126.52107,6.203713,7.16,0.21,0.6064991,92.0235009
217.19427,126.43156,6.2071424,7.17,0.21,0.6074964,92.0125036
217.12434,126.34105,6.21069,7.18,0.21,0.6084939,92.0015061
217.05533,126.25135,6.214148,7.19,0.21,0.6094912,91.9905088
216.98637,126.161674,6.217603,7.2,0.21,0.61048853,91.97951147
216.91739,126.07199,6.22106,7.21,0.21,0.6114857,91.9685143
216.84763,125.98164,6.224584,7.22,0.21,0.61248326,91.95751674
216.77866,125.89195,6.228039,7.23,0.21,0.61348057,91.94651943
216.70969,125.80228,6.2314935,7.24,0.21,0.61447775,91.93552225
216.6405,125.71242,6.234977,7.25,0.21,0.61547506,91.92452494
216.57149,125.6227,6.2384343,7.26,0.21,0.6164726,91.9135274
216.50278,125.533264,6.2418633,7.27,0.21,0.6174698,91.9025302
216.43352,125.443344,6.2453394,7.28,0.21,0.6184672,91.8915328
216.36404,125.35321,6.248843,7.29,0.21,0.61946464,91.88053536
216.29507,125.263535,6.2523,7.3,0.21,0.62046194,91.86953806
216.22586,125.173645,6.2557817,7.31,0.21,0.6214591,91.8585409
216.1571,125.08419,6.259212,7.32,0.21,0.62245643,91.84754357
216.08786,124.99426,6.2626905,7.33,0.21,0.62345386,91.83654614
216.0184,124.90415,6.2661953,7.34,0.21,0.6244514,91.8255486
215.94966,124.81468,6.2696266,7.35,0.21,0.6254486,91.8145514
215.88063,124.72496,6.273089,7.36,0.21,0.6264459,91.8035541
215.81096,124.63468,6.2766094,7.37,0.21,0.6274433,91.7925567
215.74171,124.54477,6.280088,7.38,0.21,0.6284406,91.7815594
215.67328,124.45555,6.283494,7.39,0.21,0.6294379,91.7705621
215.604,124.365616,6.2869744,7.4,0.21,0.6304352,91.7595648
215.53427,124.27528,6.2904973,7.41,0.21,0.63143265,91.74856735
