UTS,YS,EL,EL_Si,EL_Mg,EL_Sc,EL_Al
233.27118,129.20403,4.850121,11.63,0.38,1.0237476,86.9662524
233.32661,129.22963,4.851118,11.64,0.38,1.024745,86.955255
233.38217,129.25525,4.8521185,11.65,0.38,1.025742,86.944258
233.43741,129.28075,4.853125,11.66,0.38,1.0267396,86.9332604
233.49298,129.30638,4.854119,11.67,0.38,1.0277369,86.9222631
233.5484,129.33194,4.8551264,11.68,0.38,1.0287341,86.9112659
233.60402,129.3576,4.856122,11.69,0.38,1.0297316,86.9002684
233.65958,129.38321,4.8571167,11.7,0.38,1.0307289,86.8892711
233.71495,129.40877,4.858116,11.71,0.38,1.0317261,86.8782739
233.77037,129.43434,4.859123,11.72,0.38,1.0327237,86.8672763
233.8257,129.45992,4.8601274,11.73,0.38,1.033721,86.856279
233.88115,129.48552,4.8611274,11.74,0.38,1.0347183,86.8452817
233.93697,129.5112,4.8621206,11.75,0.38,1.0357157,86.8342843
233.99213,129.53673,4.8631253,11.76,0.38,1.0367129,86.8232871
234.04765,129.5623,4.864128,11.77,0.38,1.0377104,86.8122896
234.10312,129.5879,4.865127,11.78,0.38,1.0387077,86.8012923
234.15875,129.61354,4.8661203,11.79,0.38,1.0397049,86.7902951
234.21387,129.639,4.867131,11.8,0.38,1.0407023,86.7792977
234.26965,129.66472,4.8681192,11.81,0.38,1.0416999,86.7683001
234.32535,129.69038,4.8691206,11.82,0.38,1.042697,86.757303
234.38043,129.71584,4.870122,11.83,0.38,1.0436944,86.7463056
234.44391,129.74527,4.8709145,11.84,0.38,1.0446918,86.7353082
234.53952,129.78996,4.8708773,11.85,0.38,1.0456891,86.7243109
234.63512,129.83469,4.8708334,11.86,0.38,1.0466864,86.7133136
234.73056,129.87918,4.870802,11.87,0.38,1.0476838,86.7023162
234.82625,129.92401,4.8707585,11.88,0.38,1.0486811,86.6913189
234.92178,129.96866,4.870715,11.89,0.38,1.0496784,86.6803216
235.01727,130.01321,4.870679,11.9,0.38,1.0506757,86.6693243
235.11285,130.05789,4.870637,11.91,0.38,1.0516729,86.6583271
235.2085,130.10268,4.8706007,11.92,0.38,1.0526705,86.6473295
235.30399,130.14726,4.870556,11.93,0.38,1.0536675,86.6363325
235.39954,130.1919,4.8705144,11.94,0.38,1.0546649,86.6253351
235.49515,130.23662,4.870474,11.95,0.38,1.0556624,86.6143376
235.59076,130.28136,4.8704367,11.96,0.38,1.0566597,86.6033403
235.68642,130.32614,4.870391,11.97,0.38,1.0576571,86.5923429
235.78189,130.37068,4.8703556,11.98,0.38,1.0586543,86.5813457
235.87744,130.41533,4.8703165,11.99,0.38,1.0596519,86.5703481
235.97308,130.46013,4.8702693,12,0.38,1.0606492,86.5593508
236.0686,130.50473,4.8702307,12.01,0.38,1.0616465,86.5483535
236.16426,130.54951,4.8701887,12.02,0.38,1.0626439,86.5373561
236.25977,130.59412,4.8701515,12.03,0.38,1.0636411,86.5263589
236.3553,130.63875,4.8701077,12.04,0.38,1.0646385,86.5153615
236.45096,130.68355,4.8700676,12.05,0.38,1.0656358,86.5043642
236.54651,130.72816,4.8700266,12.06,0.38,1.0666333,86.4933667
236.64209,130.77289,4.869984,12.07,0.38,1.0676305,86.4823695
236.73766,130.81758,4.869939,12.08,0.38,1.0686278,86.4713722
236.83325,130.86224,4.869903,12.09,0.38,1.0696253,86.4603747
236.92885,130.90698,4.8698654,12.1,0.38,1.0706227,86.4493773
237.02435,130.95158,4.8698206,12.11,0.38,1.0716197,86.4383803
237.11998,130.99629,4.869779,12.12,0.38,1.0726173,86.4273827
237.21558,131.04097,4.8697405,12.13,0.38,1.0736147,86.4163853
237.31105,131.08557,4.8696995,12.14,0.38,1.0746119,86.4053881
237.40671,131.1304,4.869658,12.15,0.38,1.0756092,86.3943908
237.50229,131.17502,4.8696237,12.16,0.38,1.0766068,86.3833932
237.59784,131.2197,4.8695803,12.17,0.38,1.0776039,86.3723961
237.69336,131.2643,4.8695416,12.18,0.38,1.0786015,86.3613985
237.78897,131.30904,4.869497,12.19,0.38,1.0795987,86.3504013
237.88458,131.35378,4.8694563,12.2,0.38,1.080596,86.339404
237.98016,131.39844,4.869417,12.21,0.38,1.0815935,86.3284065
238.07562,131.44302,4.8693748,12.22,0.38,1.0825906,86.3174094
238.17126,131.48778,4.869334,12.23,0.38,1.0835879,86.3064121
238.26682,131.53241,4.869299,12.24,0.38,1.0845854,86.2954146
238.36238,131.57707,4.869256,12.25,0.38,1.0855827,86.2844173
238.45789,131.62166,4.869219,12.26,0.38,1.08658,86.27342
238.55353,131.66643,4.8691726,12.27,0.38,1.0875775,86.2624225
238.64912,131.7112,4.869121,12.28,0.38,1.0885746,86.2514254
238.74472,131.75587,4.8690886,12.29,0.38,1.0895722,86.2404278
238.84024,131.80043,4.8690534,12.3,0.38,1.0905694,86.2294306
238.93587,131.8452,4.8690095,12.31,0.38,1.0915667,86.2184333
239.0314,131.88986,4.868972,12.32,0.38,1.0925641,86.2074359
239.12694,131.93448,4.868925,12.33,0.38,1.0935614,86.1964386
239.22252,131.97916,4.8688874,12.34,0.38,1.0945586,86.1854414
239.31808,132.02385,4.8688498,12.35,0.38,1.095556,86.174444
239.41368,132.06851,4.868806,12.36,0.38,1.0965533,86.1634467
239.50928,132.11327,4.8687696,12.37,0.38,1.0975506,86.1524494
239.60484,132.15796,4.8687286,12.38,0.38,1.098548,86.141452
239.70041,132.20262,4.8686824,12.39,0.38,1.0995455,86.1304545
239.79604,132.24736,4.868645,12.4,0.38,1.1005427,86.1194573
239.89154,132.29192,4.8686094,12.41,0.38,1.10154,86.10846
239.98709,132.3366,4.8685565,12.42,0.38,1.1025374,86.0974626
240.08272,132.38136,4.8685217,12.43,0.38,1.1035348,86.0864652
240.17827,132.42601,4.8684745,12.44,0.38,1.104532,86.075468
240.27377,132.47058,4.868439,12.45,0.38,1.1055295,86.0644705
240.36945,132.5154,4.8684015,12.46,0.38,1.1065269,86.0534731
240.46494,132.55998,4.8683577,12.47,0.38,1.1075242,86.0424758
240.56053,132.60466,4.8683224,12.48,0.38,1.1085215,86.0314785
240.65613,132.64941,4.8682775,12.49,0.38,1.1095188,86.0204812
240.75177,132.69417,4.8682384,12.5,0.38,1.1105162,86.0094838
240.84734,132.73886,4.868193,12.51,0.38,1.1115135,85.9984865
240.94293,132.78352,4.8681526,12.52,0.38,1.112511,85.987489
241.03839,132.82806,4.8681183,12.53,0.38,1.1135082,85.9764918
241.13402,132.87288,4.868076,12.54,0.38,1.1145055,85.9654945
241.22961,132.91753,4.8680296,12.55,0.38,1.115503,85.954497
241.32518,132.96223,4.8679886,12.56,0.38,1.1165004,85.9434996
241.42061,133.0067,4.867955,12.57,0.38,1.1174974,85.9325026
241.51624,133.05144,4.867914,12.58,0.38,1.1184949,85.9215051
241.61186,133.09619,4.867867,12.59,0.38,1.1194923,85.9105077
241.70746,133.14087,4.8678317,12.6,0.38,1.1204897,85.8995103
241.80298,133.18549,4.867794,12.61,0.38,1.1214869,85.8885131
241.89862,133.2303,4.8677464,12.62,0.38,1.1224844,85.8775156
241.99414,133.27489,4.8677154,12.63,0.38,1.1234816,85.8665184
242.08975,133.31966,4.8676624,12.64,0.38,1.1244789,85.8555211
242.18533,133.36426,4.8676257,12.65,0.38,1.1254764,85.8445236
242.28088,133.40897,4.8675847,12.66,0.38,1.1264737,85.8335263
242.3765,133.45369,4.8675485,12.67,0.38,1.127471,85.822529
242.47206,133.49837,4.8675003,12.68,0.38,1.1284684,85.8115316
242.5676,133.54303,4.8674607,12.69,0.38,1.1294656,85.8005344
242.66324,133.58778,4.8674235,12.7,0.38,1.1304631,85.7895369
242.75873,133.63234,4.8673844,12.71,0.38,1.1314604,85.7785396
242.85435,133.67706,4.867343,12.72,0.38,1.1324577,85.7675423
242.9499,133.72176,4.8673058,12.73,0.38,1.133455,85.756545
243.0455,133.76646,4.867258,12.74,0.38,1.1344525,85.7455475
243.14105,133.8111,4.867217,12.75,0.38,1.1354498,85.7345502
243.23663,133.85576,4.867178,12.76,0.38,1.1364471,85.7235529
243.33224,133.90053,4.867139,12.77,0.38,1.1374445,85.7125555
243.42773,133.94513,4.8671036,12.78,0.38,1.1384417,85.7015583
243.52335,133.98979,4.8670573,12.79,0.38,1.1394391,85.6905609
243.61888,134.03444,4.867016,12.8,0.38,1.1404364,85.6795636
243.71454,134.07921,4.866977,12.81,0.38,1.141434,85.668566
243.81006,134.12387,4.8669333,12.82,0.38,1.142431,85.657569
243.90565,134.1686,4.866893,12.83,0.38,1.1434284,85.6465716
244.00119,134.21318,4.866856,12.84,0.38,1.1444259,85.6355741
244.09682,134.25795,4.8668118,12.85,0.38,1.1454232,85.6245768
244.19238,134.30263,4.8667707,12.86,0.38,1.1464205,85.6135795
244.28789,134.34721,4.8667307,12.87,0.38,1.1474178,85.6025822
244.38354,134.392,4.8666906,12.88,0.38,1.1484151,85.5915849
244.47916,134.43674,4.8666487,12.89,0.38,1.1494126,85.5805874
244.57454,134.48116,4.86661,12.9,0.38,1.1504097,85.5695903
244.67026,134.52597,4.866572,12.91,0.38,1.1514072,85.5585928
244.76575,134.57057,4.8665347,12.92,0.38,1.1524045,85.5475955
244.86139,134.61537,4.8664894,12.93,0.38,1.153402,85.536598
244.95695,134.66008,4.8664436,12.94,0.38,1.1543992,85.5256008
245.05247,134.70465,4.8664064,12.95,0.38,1.1553965,85.5146035
245.14816,134.74944,4.8663597,12.96,0.38,1.156394,85.503606
245.24367,134.79405,4.866321,12.97,0.38,1.1573913,85.4926087
245.3392,134.83868,4.8662825,12.98,0.38,1.1583885,85.4816115
245.43488,134.88348,4.866244,12.99,0.38,1.159386,85.470614
245.5304,134.92812,4.866203,13,0.38,1.1603833,85.4596167
231.65553,139.0401,9.016202,4,0.39,0.26109645,95.34890355
231.54404,139.02008,9.006944,4.01,0.39,0.26209384,95.33790616
231.4325,139.00006,8.997694,4.02,0.39,0.2630911,95.3269089
231.32089,138.98004,8.988441,4.03,0.39,0.2640885,95.3159115
231.20934,138.96004,8.979195,4.04,0.39,0.26508576,95.30491424
231.09784,138.94,8.969939,4.05,0.39,0.26608315,95.29391685
230.98608,138.92,8.960705,4.06,0.39,0.2670805,95.2829195
230.87448,138.89996,8.951451,4.07,0.39,0.26807782,95.27192218
230.76302,138.87996,8.942203,4.08,0.39,0.26907513,95.26092487
230.65152,138.85991,8.932941,4.09,0.39,0.27007246,95.24992754
230.53964,138.8399,8.923718,4.1,0.39,0.27106985,95.23893015
230.42822,138.8199,8.914466,4.11,0.39,0.27206722,95.22793278
230.31665,138.79985,8.905209,4.12,0.39,0.2730645,95.2169355
230.20499,138.77983,8.895963,4.13,0.39,0.2740619,95.2059381
230.09343,138.75981,8.886713,4.14,0.39,0.27505922,95.19494078
229.98178,138.73979,8.877466,4.15,0.39,0.27605653,95.18394347
229.87024,138.7198,8.868219,4.16,0.39,0.27705395,95.17294605
229.75867,138.69975,8.858971,4.17,0.39,0.27805126,95.16194874
229.6471,138.67975,8.849718,4.18,0.39,0.27904853,95.15095147
229.53546,138.65974,8.840472,4.19,0.39,0.28004596,95.13995404
229.42377,138.63972,8.831228,4.2,0.39,0.2810433,95.1289567
229.31224,138.61967,8.821975,4.21,0.39,0.28204057,95.11795943
229.20088,138.59967,8.812714,4.22,0.39,0.2830379,95.1069621
229.11942,138.58995,8.805004,4.23,0.39,0.28403524,95.09596476
229.06635,138.58992,8.7987175,4.24,0.39,0.28503266,95.08496734
229.01312,138.5899,8.792438,4.25,0.39,0.28602993,95.07397007
228.96011,138.58989,8.78614,4.26,0.39,0.28702733,95.06297267
228.90692,138.58983,8.779862,4.27,0.39,0.28802463,95.05197537
228.85382,138.5898,8.7735815,4.28,0.39,0.28902197,95.04097803
228.80078,138.58977,8.7672825,4.29,0.39,0.2900193,95.0299807
228.74768,138.58972,8.760999,4.3,0.39,0.29101673,95.01898327
228.69438,138.58969,8.754727,4.31,0.39,0.29201397,95.00798603
228.64137,138.58966,8.748438,4.32,0.39,0.29301134,94.99698866
228.5884,138.58963,8.742138,4.33,0.39,0.29400864,94.98599136
228.53526,138.58961,8.735865,4.34,0.39,0.29500604,94.97499396
228.48212,138.58955,8.729574,4.35,0.39,0.2960033,94.9639967
228.42905,138.58954,8.723286,4.36,0.39,0.2970008,94.9529992
228.37582,138.5895,8.717014,4.37,0.39,0.29799804,94.94200196
228.32281,138.58945,8.710712,4.38,0.39,0.29899535,94.93100465
228.26959,138.58945,8.704449,4.39,0.39,0.29999274,94.92000726
228.21658,138.58939,8.698146,4.4,0.39,0.30099007,94.90900993
228.16342,138.58937,8.691865,4.41,0.39,0.30198735,94.89801265
228.11047,138.58934,8.685566,4.42,0.39,0.30298477,94.88701523
228.05705,138.58931,8.67931,4.43,0.39,0.3039821,94.8760179
228.00409,138.58926,8.673012,4.44,0.39,0.3049794,94.8650206
227.95103,138.58922,8.666715,4.45,0.39,0.3059768,94.8540232
227.89786,138.58919,8.660438,4.46,0.39,0.30697414,94.84302586
227.84454,138.58919,8.654177,4.47,0.39,0.30797148,94.83202852
227.79135,138.58913,8.647893,4.48,0.39,0.30896878,94.82103122
227.7385,138.5891,8.641585,4.49,0.39,0.30996612,94.81003388
227.68533,138.58904,8.6353035,4.5,0.39,0.31096345,94.79903655
227.63226,138.58902,8.62902,4.51,0.39,0.31196085,94.78803915
227.57928,138.58899,8.622717,4.52,0.39,0.3129581,94.7770419
227.52621,138.58893,8.6164255,4.53,0.39,0.31395552,94.76604448
227.47285,138.58894,8.610168,4.54,0.39,0.31495282,94.75504718
227.41975,138.58891,8.603881,4.55,0.39,0.31595019,94.74404981
227.36682,138.58884,8.597579,4.56,0.39,0.3169475,94.7330525
227.31367,138.58882,8.5913,4.57,0.39,0.31794485,94.72205515
227.26035,138.58882,8.585035,4.58,0.39,0.31894225,94.71105775
227.2073,138.58878,8.578747,4.59,0.39,0.31993958,94.70006042
227.15431,138.58871,8.572442,4.6,0.39,0.32093686,94.68906314
227.10117,138.5887,8.566166,4.61,0.39,0.32193425,94.67806575
227.04799,138.58865,8.559882,4.62,0.39,0.3229316,94.6670684
226.99496,138.58864,8.553594,4.63,0.39,0.32392895,94.65607105
226.94174,138.5886,8.547316,4.64,0.39,0.32492623,94.64507377
226.88858,138.58856,8.541035,4.65,0.39,0.32592368,94.63407632
226.83572,138.58852,8.534724,4.66,0.39,0.3269209,94.6230791
226.78261,138.58846,8.528441,4.67,0.39,0.32791826,94.61208174
226.7293,138.58849,8.522174,4.68,0.39,0.32891566,94.60108434
226.67627,138.58844,8.5158825,4.69,0.39,0.329913,94.590087
226.62318,138.58841,8.509598,4.7,0.39,0.33091027,94.57908973
226.5702,138.5883,8.503296,4.71,0.39,0.33190757,94.56809243
226.51697,138.58833,8.497022,4.72,0.39,0.33290502,94.55709498
226.46378,138.58829,8.490744,4.73,0.39,0.3339023,94.5460977
226.4107,138.58824,8.484457,4.74,0.39,0.33489951,94.53510049
226.35767,138.58821,8.478166,4.75,0.39,0.33589694,94.52410306
226.30446,138.58821,8.471888,4.76,0.39,0.33689436,94.51310564
226.2514,138.58815,8.465598,4.77,0.39,0.33789167,94.50210833
226.1982,138.58813,8.459322,4.78,0.39,0.3388891,94.4911109
226.14531,138.58807,8.453012,4.79,0.39,0.33988634,94.48011366
226.09216,138.58803,8.446735,4.8,0.39,0.3408837,94.4691163
226.0387,138.58803,8.440477,4.81,0.39,0.3418811,94.4581189
225.98569,138.588,8.434186,4.82,0.39,0.34287846,94.44712154
225.93277,138.58795,8.427885,4.83,0.39,0.34387565,94.43612435
225.8796,138.58792,8.4216,4.84,0.39,0.34487307,94.42512693
225.82649,138.58788,8.415319,4.85,0.39,0.34587035,94.41412965
225.77335,138.58788,8.409034,4.86,0.39,0.34686774,94.40313226
225.72018,138.58781,8.402753,4.87,0.39,0.34786505,94.39213495
225.66708,138.58781,8.396467,4.88,0.39,0.3488625,94.3811375
225.61417,138.58774,8.390167,4.89,0.39,0.3498597,94.3701403
225.56114,138.58772,8.383872,4.9,0.39,0.35085714,94.35914286
225.50768,138.58769,8.377616,4.91,0.39,0.35185447,94.34814553
225.45457,138.58766,8.371337,4.92,0.39,0.35285184,94.33714816
225.4017,138.58762,8.365025,4.93,0.39,0.35384908,94.32615092
225.34854,138.58757,8.358743,4.94,0.39,0.35484645,94.31515355
225.29535,138.58757,8.352468,4.95,0.39,0.3558438,94.3041562
225.24234,138.58754,8.346178,4.96,0.39,0.3568412,94.2931588
225.18913,138.58748,8.339896,4.97,0.39,0.35783845,94.28216155
225.13606,138.58746,8.3336115,4.98,0.39,0.35883585,94.27116415
225.08311,138.5874,8.327304,4.99,0.39,0.35983312,94.26016688
225.02997,138.58739,8.321029,5,0.39,0.36083043,94.24916957
224.97684,138.58733,8.314736,5.01,0.39,0.36182788,94.23817212
224.9236,138.58733,8.30847,5.02,0.39,0.36282519,94.22717481
224.87036,138.58731,8.302192,5.03,0.39,0.36382258,94.21617742
224.81763,138.58723,8.295874,5.04,0.39,0.36481985,94.20518015
224.76436,138.5872,8.289606,5.05,0.39,0.36581722,94.19418278
224.71109,138.5872,8.283337,5.06,0.39,0.36681455,94.18318545
224.6581,138.58714,8.277033,5.07,0.39,0.3678119,94.1721881
224.60507,138.58711,8.270743,5.08,0.39,0.36880922,94.16119078
224.55185,138.58708,8.264469,5.09,0.39,0.36980653,94.15019347
224.49881,138.58705,8.258175,5.1,0.39,0.37080392,94.13919608
224.4455,138.58702,8.251909,5.11,0.39,0.3718013,94.1281987
224.39264,138.58696,8.2456,5.12,0.39,0.37279853,94.11720147
224.33943,138.58693,8.23933,5.13,0.39,0.37379593,94.10620407
224.28656,138.58691,8.233025,5.14,0.39,0.3747932,94.0952068
224.23334,138.5869,8.226745,5.15,0.39,0.3757906,94.0842094
224.18015,138.58684,8.220463,5.16,0.39,0.37678793,94.07321207
224.127,138.58682,8.214188,5.17,0.39,0.37778533,94.06221467
224.07387,138.5868,8.207907,5.18,0.39,0.3787826,94.0512174
224.04642,138.61282,8.200006,5.19,0.39,0.3797799,94.0402201
224.1305,138.75217,8.185082,5.2,0.39,0.38077733,94.02922267
224.29602,138.89568,8.165821,5.21,0.39,0.3817747,94.0182253
224.4631,139.03932,8.146469,5.22,0.39,0.38277194,94.00722806
224.63043,139.18312,8.127098,5.23,0.39,0.3837693,93.9962307
224.7974,139.32663,8.107766,5.24,0.39,0.3847667,93.9852333
224.96445,139.47023,8.088415,5.25,0.39,0.38576406,93.97423594
225.13165,139.61392,8.069055,5.26,0.39,0.3867614,93.9632386
225.29915,139.75787,8.049666,5.27,0.39,0.38775876,93.95224124
225.46622,139.90149,8.03032,5.28,0.39,0.388756,93.941244
225.63301,140.04485,8.011,5.29,0.39,0.38975346,93.93024654
225.80035,140.18867,7.9916267,5.3,0.39,0.39075077,93.91924923
225.96768,140.33247,7.9722567,5.31,0.39,0.39174804,93.90825196
226.1348,140.47612,7.9529076,5.32,0.39,0.3927454,93.8972546
226.30225,140.62003,7.933525,5.33,0.39,0.39374268,93.88625732
226.46942,140.76372,7.9141703,5.34,0.39,0.39474007,93.87525993
226.63629,140.90715,7.8948355,5.35,0.39,0.39573735,93.86426265
226.8033,141.0507,7.875498,5.36,0.39,0.39673474,93.85326526
226.97092,141.19475,7.8560915,5.37,0.39,0.39773205,93.84226795
227.13795,141.3383,7.8367577,5.38,0.39,0.39872944,93.83127056
227.3049,141.48183,7.817419,5.39,0.39,0.39972678,93.82027322
227.4719,141.62537,7.7980814,5.4,0.39,0.4007242,93.8092758
227.63937,141.7693,7.7786884,5.41,0.39,0.40172145,93.79827855
227.80644,141.91287,7.7593536,5.42,0.39,0.4027188,93.7872812
227.97372,142.05666,7.739975,5.43,0.39,0.40371615,93.77628385
228.14066,142.20016,7.720647,5.44,0.39,0.40471357,93.76528643
228.30794,142.34392,7.701277,5.45,0.39,0.40571082,93.75428918
228.47498,142.48747,7.6819353,5.46,0.39,0.40670815,93.74329185
228.64252,142.63148,7.6625423,5.47,0.39,0.40770546,93.73229454
228.8096,142.77507,7.643196,5.48,0.39,0.40870285,93.72129715
228.97647,142.91852,7.623865,5.49,0.39,0.4097002,93.7102998
229.14369,143.06226,7.6045074,5.5,0.39,0.4106976,93.6993024
229.31084,143.20592,7.585143,5.51,0.39,0.41169485,93.68830515
229.47801,143.34961,7.56579,5.52,0.39,0.41269216,93.67730784
229.6453,143.49338,7.546425,5.53,0.39,0.41368952,93.66631048
229.81238,143.63698,7.5270777,5.54,0.39,0.4146869,93.6553131
229.97948,143.7806,7.5077276,5.55,0.39,0.41568425,93.64431575
230.1467,143.92433,7.4883633,5.56,0.39,0.41668156,93.63331844
230.31393,144.06807,7.469002,5.57,0.39,0.4176789,93.6223211
230.4808,144.2115,7.449669,5.58,0.39,0.4186763,93.6113237
230.64803,144.35524,7.4303064,5.59,0.39,0.41967365,93.60032635
230.81544,144.49911,7.4109354,5.6,0.39,0.42067096,93.58932904
230.9826,144.64278,7.391575,5.61,0.39,0.4216683,93.5783317
231.14938,144.78615,7.372259,5.62,0.39,0.42266563,93.56733437
231.3165,144.92978,7.352907,5.63,0.39,0.42366305,93.55633695
231.48413,145.07382,7.333503,5.64,0.39,0.4246603,93.5453397
231.65115,145.2174,7.3141584,5.65,0.39,0.42565763,93.53434237
231.81833,145.3611,7.2948036,5.66,0.39,0.42665496,93.52334504
231.98543,145.50471,7.2754507,5.67,0.39,0.42765233,93.51234767
232.1526,145.64839,7.2560997,5.68,0.39,0.42864966,93.50135034
232.31973,145.79204,7.2367496,5.69,0.39,0.42964706,93.49035294
232.48712,145.9359,7.217371,5.7,0.39,0.4306443,93.4793557
232.65408,146.07942,7.1980343,5.71,0.39,0.4316417,93.4683583
232.82117,146.223,7.1786823,5.72,0.39,0.4326391,93.4573609
232.98825,146.36662,7.159335,5.73,0.39,0.43363637,93.44636363
233.1558,146.51064,7.1399374,5.74,0.39,0.43463367,93.43536633
233.32275,146.65414,7.1206083,5.75,0.39,0.435631,93.424369
233.49019,146.79803,7.101225,5.76,0.39,0.43662837,93.41337163
233.65698,146.94139,7.0819054,5.77,0.39,0.43762574,93.40237426
233.8242,147.08513,7.062538,5.78,0.39,0.4386231,93.3913769
233.9913,147.22876,7.043187,5.79,0.39,0.43962044,93.38037956
234.15857,147.3725,7.023819,5.8,0.39,0.44061774,93.36938226
234.24123,147.41667,7.0048885,5.81,0.39,0.44161505,93.35838495
234.28435,147.4145,6.9861927,5.82,0.39,0.44261247,93.34738753
234.32689,147.41183,6.967538,5.83,0.39,0.4436098,93.3363902
234.37047,147.41003,6.9488077,5.84,0.39,0.44460717,93.32539283
234.4138,147.40807,6.9300966,5.85,0.39,0.44560447,93.31439553
234.45697,147.40594,6.911392,5.86,0.39,0.4466019,93.3033981
234.5003,147.40395,6.892682,5.87,0.39,0.44759914,93.29240086
234.54324,147.4016,6.8739944,5.88,0.39,0.44859654,93.28140346
234.58662,147.39964,6.85528,5.89,0.39,0.44959387,93.27040613
234.62976,147.39749,6.8365793,5.9,0.39,0.45059127,93.25940873
234.67313,147.39552,6.817865,5.91,0.39,0.4515885,93.2484115
234.71606,147.39319,6.799183,5.92,0.39,0.452586,93.237414
234.75967,147.3914,6.7804575,5.93,0.39,0.4535832,93.2264168
234.80258,147.38905,6.7617664,5.94,0.39,0.45458063,93.21541937
234.84573,147.38692,6.7430654,5.95,0.39,0.45557794,93.20442206
234.8889,147.38478,6.724367,5.96,0.39,0.45657524,93.19342476
234.93263,147.38313,6.705627,5.97,0.39,0.4575725,93.1824275
234.97562,147.38084,6.686941,5.98,0.39,0.45856988,93.17143012
235.01917,147.37906,6.66821,5.99,0.39,0.45956716,93.16043284
235.0621,147.37672,6.649521,6,0.39,0.46056458,93.14943542
235.10547,147.37473,6.6308117,6.01,0.39,0.46156195,93.13843805
235.14844,147.37242,6.6121254,6.02,0.39,0.4625593,93.1274407
235.19159,147.37025,6.5934243,6.03,0.39,0.46355674,93.11644326
235.23514,147.36847,6.5747004,6.04,0.39,0.46455392,93.10544608
235.2785,147.36652,6.555986,6.05,0.39,0.46555135,93.09444865
235.32141,147.36415,6.5373,6.06,0.39,0.46654868,93.08345132
235.36475,147.36218,6.5185857,6.07,0.39,0.46754596,93.07245404
235.40796,147.36006,6.4998846,6.08,0.39,0.46854332,93.06145668
235.45145,147.35823,6.4811525,6.09,0.39,0.46954063,93.05045937
235.49426,147.35576,6.4624853,6.1,0.39,0.47053805,93.03946195
235.5376,147.35378,6.4437704,6.11,0.39,0.4715354,93.0284646
235.58075,147.35164,6.425074,6.12,0.39,0.47253278,93.01746722
235.62431,147.34984,6.40634,6.13,0.39,0.47353002,93.00646998
235.66728,147.34753,6.387653,6.14,0.39,0.47452736,92.99547264
235.71101,147.3459,6.368911,6.15,0.39,0.4755247,92.9844753
235.75377,147.3434,6.3502407,6.16,0.39,0.47652215,92.97347785
235.79736,147.34163,6.3315077,6.17,0.39,0.47751927,92.96248073
235.84048,147.33943,6.312815,6.18,0.39,0.47851673,92.95148327
235.88403,147.33765,6.2940836,6.19,0.39,0.47951397,92.94048603
235.92679,147.33514,6.275417,6.2,0.39,0.48051146,92.92948854
235.96994,147.333,6.256709,6.21,0.39,0.48150873,92.91849127
236.01355,147.33122,6.2379875,6.22,0.39,0.48250607,92.90749393
236.05664,147.32906,6.219283,6.23,0.39,0.48350337,92.89649663
236.09958,147.3267,6.2006025,6.24,0.39,0.48450077,92.88549923
236.14294,147.32474,6.1818876,6.25,0.39,0.4854981,92.8745019
236.18628,147.32277,6.1631703,6.26,0.39,0.4864955,92.8635045
236.22926,147.32045,6.1444883,6.27,0.39,0.4874927,92.8525073
236.27283,147.31866,6.1257544,6.28,0.39,0.48849016,92.84150984
236.3162,147.31671,6.107038,6.29,0.39,0.4894874,92.8305126
236.35934,147.31456,6.0883417,6.3,0.39,0.49048477,92.81951523
236.40245,147.31236,6.0696425,6.31,0.39,0.49148217,92.80851783
236.44565,147.31024,6.0509367,6.32,0.39,0.49247953,92.79752047
236.48901,147.30829,6.0322247,6.33,0.39,0.49347678,92.78652322
236.53217,147.30614,6.013521,6.34,0.39,0.49447417,92.77552583
236.57529,147.30397,5.994829,6.35,0.39,0.4954715,92.7645285
236.61865,147.30202,5.976107,6.36,0.39,0.4964689,92.7535311
236.6618,147.29987,5.957411,6.37,0.39,0.49746624,92.74253376
236.70535,147.29805,5.9386835,6.38,0.39,0.49846354,92.73153646
236.74811,147.29556,5.920021,6.39,0.39,0.49946085,92.72053915
236.79126,147.2934,5.901318,6.4,0.39,0.50045824,92.70954176
236.83485,147.29164,5.8825884,6.41,0.39,0.50145555,92.69854445
236.87819,147.28966,5.863873,6.42,0.39,0.50245297,92.68754703
236.9209,147.28711,5.845202,6.43,0.39,0.5034502,92.6765498
236.9643,147.28517,5.8264856,6.44,0.39,0.5044476,92.6655524
237.00784,147.28339,5.807757,6.45,0.39,0.5054449,92.6545551
237.0508,147.28105,5.7890778,6.46,0.39,0.5064423,92.6435577
237.09436,147.27925,5.7703457,6.47,0.39,0.5074396,92.6325604
237.1375,147.2771,5.751644,6.48,0.39,0.5084369,92.6215631
237.18045,147.27478,5.732961,6.49,0.39,0.5094343,92.6105657
237.22357,147.2726,5.714259,6.5,0.39,0.51043165,92.59956835
237.26697,147.27068,5.695544,6.51,0.39,0.5114291,92.5885709
237.31052,147.26886,5.676811,6.52,0.39,0.51242626,92.57757374
237.35349,147.26656,5.6581306,6.53,0.39,0.51342374,92.56657626
237.3964,147.26419,5.63945,6.54,0.39,0.5144211,92.5555789
237.43977,147.26222,5.6207323,6.55,0.39,0.51541847,92.54458153
237.48312,147.26025,5.6020174,6.56,0.39,0.5164157,92.5335843
237.52629,147.25812,5.5833197,6.57,0.39,0.517413,92.522587
